"name";"datasets";"reuses";"total"
"dae";52;5;57
"equipement-services";57;0;57
"achat-public";55;1;56
"collectif";56;0;56
"orientation";50;6;56
"peche";53;3;56
"regions-maritimes";56;0;56
"vitesse";56;0;56
"vie-publique.fr";56;0;56
"ddtm-85";56;0;56
"risque-mouvement-de-terrain";56;0;56
"eaje";55;1;56
"webmapping";1;55;56
"titres-de-transport";52;4;56
"herault";55;1;56
"gestion-de-risque";56;0;56
"eaux-souterraines-nappes-deau";56;0;56
"sraddet";56;0;56
"amenagement-durable";55;1;56
"meteorological-geographical-features";56;0;56
"aeag";56;0;56
"gares";51;4;55
"monuments-historiques";41;14;55
"permis-de-construire";52;3;55
"reglementation";54;1;55
"restaurant";49;6;55
"revenu";49;6;55
"secteurs";54;1;55
"colonne";55;0;55
"marche-du-travail";53;2;55
"saone-et-loire";51;4;55
"actes-administratifs";54;1;55
"validations-telebillettiques";55;0;55
"etat-du-milieu-qualite-quantite";55;0;55
"belfort";54;1;55
"attractivite-et-innovation";55;0;55
"reseau-electrique";54;1;55
"20006911000019";55;0;55
"modele-numerique";55;0;55
"chemin";54;0;54
"communication";52;2;54
"espace-vert";53;1;54
"finance-publique";53;1;54
"la-poste";45;9;54
"rd";54;0;54
"reserve";40;14;54
"servitudes";54;0;54
"villes";36;18;54
"dila";52;2;54
"milieu-aquatique";54;0;54
"confinement";29;25;54
"administration-et-action-publique";54;0;54
"sante-et-systeme-de-soins";54;0;54
"atmosphere";53;0;53
"imagerybasemapsearthcover";52;1;53
"mos";53;0;53
"nogent-sur-marne";45;8;53
"societe";40;13;53
"technologie-numerique";52;1;53
"test";47;6;53
"vegetation";53;0;53
"niveau-de-diffusion";53;0;53
"agri-environnement";53;0;53
"missions";53;0;53
"star";53;0;53
"obstacle";53;0;53
"education-formation";52;1;53
"monoxyde-de-carbone";53;0;53
"atmospheric-conditions";53;0;53
"cyclable";48;4;52
"defibrillateur";48;4;52
"metz métropole";52;0;52
"patrimoine-culturel";47;5;52
"senior";51;1;52
"services-publics";46;6;52
"tertiaire";52;0;52
"vehicules";49;3;52
"habitats-naturels";52;0;52
"referentiels-cadastre";52;0;52
"gestion-du-risque-d-inondation";52;0;52
"territoire-a-risque-d-inondation";52;0;52
"base-adresse-nationale";49;3;52
"culture-patrimoine";49;3;52
"rh";51;1;52
"mediation-numerique";52;0;52
"mja";52;0;52
"mobilite-douce";44;8;52
"aop";38;13;51
"ccas";50;1;51
"collectivite-territoriale";46;5;51
"etablissement-scolaire";46;5;51
"legislative";48;3;51
"main";51;0;51
"mp2013";35;16;51
"vie-sociale";49;2;51
"wifi";41;10;51
"ddt-ardeche";51;0;51
"pepiniere";51;0;51
"tvb";51;0;51
"atlas-des-paysages";50;1;51
"transport-interurbain";49;2;51
"intemperies";51;0;51
"geology";51;0;51
"agricole";48;2;50
"cantonales";48;2;50
"conseil-regional";50;0;50
"conteneurs";50;0;50
"enfants";47;3;50
"epuration";49;1;50
"hydrogeologie";50;0;50
"lecture";44;6;50
"licence";40;10;50
"mode-doux";50;0;50
"pharmacie";33;17;50
"pieton";49;1;50
"santé";37;13;50
"vaccin";23;27;50
"notre";49;1;50
"python";3;47;50
"dataconnexions-6";1;49;50
"polluant-atmospherique";50;0;50
"saint-pierre-azif";50;0;50
"manoir";50;0;50
"donnees-territoriales";48;2;50
"conteneur";50;0;50
"inventaire-naturaliste";50;0;50
"referentiel-routier";50;0;50
"geophysics";50;0;50
"academie";43;6;49
"archive";47;2;49
"automobile";42;7;49
"bec";49;0;49
"debit";48;1;49
"document-urbanisme";49;0;49
"inclusion";48;1;49
"insertion-professionnelle";42;7;49
"maire";42;7;49
"mariages";31;18;49
"observatoire";33;16;49
"projets";47;2;49
"sur";49;0;49
"unite-urbaine";39;10;49
"vendee";47;2;49
"unite-paysagere";49;0;49
"974";47;2;49
"elections-departementales";44;5;49
"enedis";47;2;49
"montivilliers";49;0;49
"rolleville";49;0;49
"cauville";49;0;49
"epouville";49;0;49
"fontenay";49;0;49
"gainneville";49;0;49
"gonfreville";49;0;49
"harfleur";49;0;49
"lorcher";49;0;49
"mallet";49;0;49
"maneglise";49;0;49
"mannevillette";49;0;49
"martin";49;0;49
"octeville";49;0;49
"rogerville";49;0;49
"sainte";49;0;49
"pollution-de-leau";46;3;49
"epidemie";26;23;49
"2008";48;0;48
"election-locale";47;1;48
"etrangers";47;1;48
"fonds";47;1;48
"gendarmerie";32;16;48
"impots";42;6;48
"jeux";45;3;48
"montagne";42;6;48
"prestation";48;0;48
"sites";47;1;48
"visa";47;1;48
"zonages-eau";48;0;48
"touques";48;0;48
"bassin-darcachon";48;0;48
"doubs";47;1;48
"dame";48;0;48
"licence-odbl";48;0;48
"hydrogeology";48;0;48
"aires";47;0;47
"election-presidentielle";32;15;47
"emr";47;0;47
"guerre";45;2;47
"medecin";35;12;47
"menages";39;8;47
"organisations";47;0;47
"plage";40;7;47
"résultats";45;2;47
"sncf";27;20;47
"societes";43;4;47
"sports-et-loisirs";44;3;47
"terroir";45;2;47
"partenariat";47;0;47
"intercommunalites";47;0;47
"fourriere";47;0;47
"naf";42;5;47
"deauville";47;0;47
"trouville-sur-mer";47;0;47
"villers-sur-mer";47;0;47
"villerville";47;0;47
"ppbe";47;0;47
"avignon";46;1;47
"niort";46;1;47
"archeologie";41;5;46
"bicyclette";42;4;46
"egalite";40;6;46
"hydrologie";42;4;46
"incendie";45;1;46
"indicateurs";38;8;46
"repas";45;1;46
"transport-public";40;6;46
"gens-du-voyage";46;0;46
"office-de-tourisme";45;1;46
"dpds";46;0;46
"vie-economique-innovation";46;0;46
"conventions";46;0;46
"portes";46;0;46
"formations-sanitaires-et-sociale";46;0;46
"mediation";46;0;46
"benerville-sur-mer";46;0;46
"blonville-sur-mer";46;0;46
"saint-arnoult";46;0;46
"tourgeville";46;0;46
"vauville";46;0;46
"karst";46;0;46
"ame";45;0;45
"aménagement du territoire";45;0;45
"aoc";31;14;45
"application";10;35;45
"arrete";39;6;45
"asile";43;2;45
"centre-de-retention-administrative";45;0;45
"contour";42;3;45
"controle-aux-frontieres";45;0;45
"cra";45;0;45
"detaillees";45;0;45
"donnee";42;3;45
"monuments";38;7;45
"parcellaire";43;2;45
"parite";30;15;45
"prelevement";44;1;45
"retour-aide";45;0;45
"scolarite";43;2;45
"square";45;0;45
"telecommunication";44;1;45
"urbain";44;1;45
"vtt";45;0;45
"donnee-generique-administratif";45;0;45
"blagnac";45;0;45
"dma";44;1;45
"station-de-recharge";44;1;45
"centre-de-retention-administrati";45;0;45
"article-179";45;0;45
"pollution-des-cours-deau";43;2;45
"action-sociale-solidarites";44;1;45
"marnes-la-coquette";45;0;45
"menagers";45;0;45
"partagee";45;0;45
"enseig-sup-recherche";45;0;45
"mobilite-deplacement-transports";45;0;45
"ajoutee";44;0;44
"centre de rétention administrative";44;0;44
"contrôle aux frontières";44;0;44
"crue";43;1;44
"disponibilite";42;2;44
"eclairage";43;1;44
"ehpad";37;7;44
"evaluation";42;2;44
"gestion";39;5;44
"hydraulique";44;0;44
"immigration illégale";44;0;44
"indices";44;0;44
"personne-agee";43;1;44
"reglement";44;0;44
"retour aidé";44;0;44
"tombe";44;0;44
"toulouse";32;12;44
"transport-scolaire";43;1;44
"travail illigal";44;0;44
"voitures";36;8;44
"étrangers";44;0;44
"haute-loire";43;1;44
"aide-publique";43;1;44
"foret-dfci";43;1;44
"shapefile";43;1;44
"travail-illigal";44;0;44
"politique-environnementale";44;0;44
"rhone-mediterranee";44;0;44
"dirm";44;0;44
"mairie-et-democratie";44;0;44
"sd";44;0;44
"service-definition";44;0;44
"ver";44;0;44
"temps-theorique";44;0;44
"risques-et-territoires";44;0;44
"frequentation-mesuree";44;0;44
"totems";44;0;44
"schema-regional-d-039-amenagement-de-developpement-durable-et-d-039-egalite-des-territoires";44;0;44
"lio";44;0;44
"species-traits-phenology";44;0;44
"revenu-fiscal";44;0;44
"assemblee";37;6;43
"centre";40;3;43
"declaration";42;1;43
"diplomes";34;9;43
"sociales";41;2;43
"urgence";41;2;43
"parcelles";33;10;43
"espace-naturel";43;0;43
"eau-assainissement";43;0;43
"risque-risque-technologique";43;0;43
"sa-c-curita-c-sanitaire";43;0;43
"climatology-meteorology-atmosphere";42;1;43
"submersion-marine";42;1;43
"biogaz";40;3;43
"sdage";42;1;43
"cour-des-comptes";42;1;43
"adour-garonne";43;0;43
"loire-bretagne";43;0;43
"monoxyde-dazote";43;0;43
"plan-climat";43;0;43
"arret-urbain";43;0;43
"agriculture-et-economie";43;0;43
"artisanat";36;6;42
"bathymetrie";40;2;42
"coordonnees";18;24;42
"exterieure";42;0;42
"invalidite";42;0;42
"personnes-handicapees";42;0;42
"projet";40;2;42
"referentiel-geographique";41;1;42
"registre";38;4;42
"salaires";29;13;42
"superficie";35;7;42
"tableaux";38;4;42
"terre";40;2;42
"sentier";41;1;42
"boamp";33;9;42
"eau-peche";42;0;42
"rse";41;1;42
"carte-interactive";0;42;42
"mobilite-electrique";40;2;42
"observations";42;0;42
"species-distribution";42;0;42
"environnement-et-cadre-de-vie";42;0;42
"budget-general";42;0;42
"observatoire-eco-masse-salariale";42;0;42
"dendrometrique";42;0;42
"arretes";40;1;41
"circonscriptions";39;2;41
"co2";25;16;41
"declarants";41;0;41
"details";40;1;41
"dotation";40;1;41
"jeunes";35;6;41
"pmi";37;4;41
"publics";39;2;41
"surface";39;2;41
"geobretagne";39;2;41
"tres-haut-debit";38;3;41
"carte-scolaire";36;5;41
"randonnees";41;0;41
"libre-service";41;0;41
"bilan-social";41;0;41
"bourse-detudes";40;1;41
"rhin-meuse";41;0;41
"seine-normandie";41;0;41
"station-de-recharge-ve";40;1;41
"valorisation-du-patrimoine-regional";41;0;41
"industrie-et-services";40;1;41
"monlittoral";41;0;41
"hydrometeorology";41;0;41
"niveau-de-vent";41;0;41
"bourse-d-etudes";39;1;40
"carburant";18;22;40
"densite";36;4;40
"finances-locales";28;12;40
"limites administratives";14;26;40
"medicaments";23;17;40
"militaire";39;1;40
"occupation";40;0;40
"personne-handicapee";40;0;40
"residence";38;2;40
"spectacle-vivant";39;1;40
"transition-energetique";34;6;40
"voyage";35;5;40
"voyageurs";34;6;40
"éducation";24;16;40
"finistere";36;4;40
"amenagement-urbanisme-zonages-planification";38;2;40
"lorraine";39;1;40
"elections-municipales";30;10;40
"geocatalogue";40;0;40
"institution-citoyennete";40;0;40
"donnees-sexuees";40;0;40
"qualite-air";39;1;40
"democratie-et-citoyennete";40;0;40
"limite-territoriale";40;0;40
"prevention-des-inondations";40;0;40
"hydrodynamics";40;0;40
"action-sociale";39;0;39
"assemblee-regionale";39;0;39
"attractivite";38;1;39
"auto";38;1;39
"compostage";38;1;39
"droit";31;8;39
"dépenses";37;2;39
"eleve";38;1;39
"hopitaux";18;21;39
"limitation";39;0;39
"main-d";39;0;39
"medicament";25;14;39
"mensuel";39;0;39
"mobile";26;13;39
"panneaux";37;2;39
"politique-publique";28;11;39
"salle";37;2;39
"transpole";39;0;39
"transport-de-voyageurs";36;3;39
"Sxcuritx-sanitaire";39;0;39
"alpes-maritimes";37;2;39
"compte administratif";39;0;39
"changement-climatique";31;8;39
"agglomeration";35;4;39
"allier";38;1;39
"police-municipale";39;0;39
"solidarite-sante";39;0;39
"occitanie";36;3;39
"ceyrat";39;0;39
"romagnat";39;0;39
"oscom";39;0;39
"visites";38;1;39
"saintquentin";39;0;39
"temps-officiel";39;0;39
"fichier-irve-des-bornes-de-recharge";35;4;39
"indicateur-de-vulnerabilite";39;0;39
"vulnerabilite-aux-inondations";39;0;39
"vulnerabilite-et-resilience";39;0;39
"agriculture-et-innovations";39;0;39
"species-populations-population-abundance";39;0;39
"alimentaire";34;4;38
"animaux";37;1;38
"chateau";38;0;38
"concert";36;2;38
"decision";36;2;38
"dimension";38;0;38
"enquete";33;5;38
"exploitation";36;2;38
"hygiene";34;4;38
"r-d";37;1;38
"relatives";38;0;38
"retraites";37;1;38
"salaire";32;6;38
"thd";33;5;38
"transilien";34;4;38
"urbaine";37;1;38
"ddt-43";38;0;38
"draaf";38;0;38
"greffes";36;2;38
"relais";38;0;38
"bilan-annuel";38;0;38
"metz-metropole";38;0;38
"pistes-cyclables";36;2;38
"budgets";38;0;38
"consommation-electrique";35;3;38
"gestion-des-crises-et-des-risque";38;0;38
"draaf-nouvelle-aquitaine";38;0;38
"ddt-haute-loire";38;0;38
"rip";37;1;38
"challenge-data";32;6;38
"species-traits-demographic-traits";38;0;38
"hydrology";38;0;38
"flood";38;0;38
"achat";31;6;37
"coordonnees-geographiques";34;3;37
"degustation";37;0;37
"education-nationale";30;7;37
"fonction-publique";34;3;37
"hlm";34;3;37
"monument-historique";36;1;37
"outre-mer";29;8;37
"revenus";28;9;37
"territoires et transports";37;0;37
"traitement";37;0;37
"vélo";33;4;37
"eau-ouvrage";37;0;37
"aveyron";36;1;37
"energie-production";31;6;37
"pdipr";37;0;37
"uai";36;1;37
"plan-local-durbanisme";37;0;37
"dreal-interne";37;0;37
"metromobilite";36;1;37
"la-rochelle";36;1;37
"credits-de-paiement";37;0;37
"grand-besancon-metropole";37;0;37
"fauna";37;0;37
"geoidf";37;0;37
"veolia";37;0;37
"acte";34;2;36
"bassin";36;0;36
"conchyliculture";34;2;36
"culturel";32;4;36
"departementale";36;0;36
"démographie";17;19;36
"elections-presidentielles";32;4;36
"elections-regionales";28;8;36
"etablissement-de-sante";30;6;36
"europeennes";36;0;36
"geolocalise";8;28;36
"industriel";35;1;36
"jeune";35;1;36
"mobilité";32;4;36
"naturalisation";36;0;36
"permis";31;5;36
"salarie";35;1;36
"sanitaire";30;6;36
"services-d-utilite-publique-et-services-publics";31;5;36
"soins";33;3;36
"stade";34;2;36
"vent";36;0;36
"économie";29;7;36
"defibrillateurs";32;4;36
"unesco";36;0;36
"conseillers-departementaux";35;1;36
"bca";36;0;36
"aubiere";36;0;36
"pont-du-chateau";36;0;36
"draaf-na";36;0;36
"velo-libre-service";36;0;36
"terminus";36;0;36
"gestion-de-leau";35;1;36
"documents-durbanisme";36;0;36
"ddt-25";36;0;36
"dgtm";36;0;36
"cnig-2014";36;0;36
"sous-sol";35;1;36
"atlas-culture";36;0;36
"activite-sportive";8;27;35
"aire";35;0;35
"budget-local";35;0;35
"bureaux de vote";35;0;35
"code-postal";26;9;35
"integration";35;0;35
"municipale";33;2;35
"nautisme";29;6;35
"nitrate";33;2;35
"qualite-de-vie";33;2;35
"satellite";33;2;35
"sdis";32;3;35
"viabilite-hivernale";35;0;35
"voisinage";35;0;35
"adherents-sinp-bourgogne";35;0;35
"autorites-publiques-sinp";35;0;35
"propriete-fonciere";34;1;35
"egalite-femmes-hommes";27;8;35
"prix-immobilier";5;30;35
"cebazat";35;0;35
"services-dutilite-publique";35;0;35
"casvp";35;0;35
"pop";35;0;35
"cournon-dauvergne";35;0;35
"paysan";35;0;35
"lieux-d-inclusion-numerique";34;1;35
"verdon";35;0;35
"accidents";26;8;34
"ages";33;1;34
"atteint";34;0;34
"autorisation";34;0;34
"citoyens";30;4;34
"classe";33;1;34
"cnil";26;8;34
"collectivites-territoriales";28;6;34
"couverture";29;5;34
"cpge";31;3;34
"dioxyde-de-soufre";34;0;34
"formatrices";34;0;34
"gymnase";33;1;34
"nutrition";3;31;34
"populations";33;1;34
"provence-alpes-cote-d-azur";21;13;34
"rpg";27;7;34
"spectacles";33;1;34
"infrastructures-de-transport";34;0;34
"nature-paysage-biodiversite";33;1;34
"parkings";31;3;34
"communautes-de-communes";33;1;34
"libourne";34;0;34
"lorient";33;1;34
"eaux-cotieres-eaux-maritimes";34;0;34
"1er";34;0;34
"eu";34;0;34
"vegetal";34;0;34
"academies";34;0;34
"tcd";34;0;34
"acte-administratif";33;1;34
"saint-genes-champanelle";34;0;34
"iot";33;1;34
"circuit-court";33;1;34
"protection-de-lenfance";34;0;34
"wfs";33;1;34
"ddct";34;0;34
"landsat";33;1;34
"openig";34;0;34
"species-populations-population-structure-by-age-size-class";34;0;34
"ecology";34;0;34
"1er-tour";32;1;33
"accompagnement";32;1;33
"aeroport";29;4;33
"branches";33;0;33
"classement";21;12;33
"climatologie";29;4;33
"club";22;11;33
"concours";32;1;33
"controle";30;3;33
"demande";33;0;33
"energies";30;3;33
"international";30;3;33
"monetaire";32;1;33
"national";31;2;33
"nombre";32;1;33
"securite-routiere";21;12;33
"toponymie";31;2;33
"actes";32;1;33
"arcep";22;11;33
"bureaux";32;1;33
"trafic-routier";31;2;33
"balances-comptables";33;0;33
"chateaugay";33;0;33
"lempdes";33;0;33
"orcines";33;0;33
"issy-com";33;0;33
"eau-continentale";33;0;33
"politique-educative";33;0;33
"crpm";33;0;33
"subventions-aux-associations";30;3;33
"blois";32;1;33
"qualite-de-leau";30;3;33
"recharges-electriques";33;0;33
"culture-et-loisirs";33;0;33
"scdl-deliberations";33;0;33
"coronavius";12;21;33
"urbanisme-et-foncier-planification-et-documents-durbanisme";33;0;33
"lieux-de-mediation-numerique";33;0;33
"actualites";26;6;32
"autoroutes";15;17;32
"balance";32;0;32
"bdr";32;0;32
"calendrier";26;6;32
"collectivite-locale";22;10;32
"commission";32;0;32
"espaces";32;0;32
"litterature";28;4;32
"navigation";27;5;32
"nomenclature";32;0;32
"non-formatrices";32;0;32
"organisation";32;0;32
"personnels";32;0;32
"pole-emploi";26;6;32
"politique des visas";32;0;32
"prets";32;0;32
"structures";30;2;32
"technologique";32;0;32
"vin";26;6;32
"wms";29;3;32
"Etablissements-agrxxs-CE";32;0;32
"zone-humide";32;0;32
"troncons";32;0;32
"benthique";32;0;32
"zonages-risque-technologique";32;0;32
"stationnements";29;3;32
"energies-renouvelables";30;2;32
"politique-des-visas";32;0;32
"decouverte";28;4;32
"juridictions-financieres";32;0;32
"simulateur";23;9;32
"collecte-des-dechets";31;1;32
"seine-maritime";30;2;32
"oleagineux";32;0;32
"proteagineux";32;0;32
"economie-entreprise";32;0;32
"autorisations-dengagement";32;0;32
"plf-2014";31;1;32
"directive-bruit";32;0;32
"izivia";32;0;32
"pnr-verdon";32;0;32
"systeme-de-protection-sociale";32;0;32
"anciens";31;0;31
"chien";31;0;31
"circuit";31;0;31
"competition";20;11;31
"conjoncturelles";31;0;31
"conseil-general";31;0;31
"cycle";30;1;31
"equipement-culturel";31;0;31
"essence";16;15;31
"igp";25;6;31
"iut";28;3;31
"medecins";24;7;31
"neige";30;1;31
"nogent sur marne";24;7;31
"reseaux-sociaux";31;0;31
"tri-selectif";26;5;31
"ventilations";31;0;31
"web";22;9;31
"nice";28;3;31
"gpso";30;1;31
"zones-naturelles-paysages-ecosystemes";30;1;31
"moyen-de-transport";31;0;31
"agriculture-parcellaire-agricole";30;1;31
"foret-gestion";30;1;31
"risque-minier";31;0;31
"zrr";28;3;31
"basque";31;0;31
"grand-paris";28;3;31
"acquisition-de-la-nationalite";31;0;31
"visualisation-de-donnees";0;31;31
"grenoble";29;2;31
"nohanent";31;0;31
